,ID,Value,CooX,CooY,CooZ,month
13,Cordillera_Sal,0.0,544617.332,7385424.187,2363.116,9
14,El_Tatio,1.4500000000000002,601280.0,7527955.0,4370.0,9
15,KCL,0.05,561354.0,7396247.0,2307.0,9
16,LZA10-1,0.15,577260.0,7374203.0,2309.0,9
17,LZA12-1,0.05,592024.0,7417669.0,2316.0,9
18,LZA12-2,0.15,593270.0,7394869.0,2317.0,9
19,LZA12-3,0.1,589176.0,7451502.0,2359.0,9
20,LZA3-1,0.0,591181.0,7403651.0,2306.0,9
21,LZA3-2,0.05,590360.0,7408580.0,2306.0,9
22,LZA3-3,0.05,590643.0,7416257.0,2318.0,9
23,LZA7-1,0.025,591699.0,7394060.0,2312.0,9
24,LZA7-2,0.075,593914.0,7388616.0,2311.0,9
25,LZA9-1,0.0,584166.0,7379517.0,2310.0,9
26,Paso_Jama,0.13333333333333333,632989.0,7464136.0,4825.0,9
27,Paso_Sico,0.0,658720.0,7364239.0,4323.0,9
28,Planta_Rockwood,0.0,568771.0,7385238.0,2300.0,9
29,SOP,0.0,562717.0,7403324.0,2300.0,9
30,Toconao_P.,0.06666666666666667,601777.0,7435573.0,2492.0,9
31,Toconao_Q.4,0.0,612592.0,7438698.0,3437.0,9
0,Monturaqui,0.0,557103.126,7307450.255,3430.0,10
1,Caspana,17.25,581126.0,7529664.0,3260.0,10
2,Chiu-Chiu,2.0,537415.0,7529707.0,2524.0,10
3,Toconao_Exp,0.08064516129032258,602387.874,7434809.217,2500.0,10
4,Conchi_E.,0.1375,605954.0,7411015.0,3010.0,10
5,Toconao_Q.1,0.0,621564.0,7431858.0,3990.0,10
6,El_Tatio,0.36052631578947364,601280.0,7527955.0,4370.0,10
7,Paso_Jama,0.0,632989.0,7464136.0,4825.0,10
8,Paso_Sico,0.0,658720.0,7364239.0,4323.0,10
9,Peine,0.14285714285714285,595137.0,7380682.0,2460.0,10
10,Rio_Grande,0.095,585548.0,7494766.0,3217.0,10
11,San_Pedro,0.5405405405405406,581987.0,7466178.0,2450.0,10
12,Socaire,0.45454545454545453,613092.0,7390963.0,3251.0,10
13,Talabre,0.043478260869565216,613530.0,7421080.0,3255.0,10
14,Toconao_DGAC,0.02,599644.77,7433140.71,2495.0,10
15,Toconao_P.,0.0,601777.0,7435573.0,2492.0,10
16,Toconao_Q.4,0.0,612592.0,7438698.0,3437.0,10
17,Chaxa,0.015000000000000003,583500.0,7424261.0,2307.0,10
18,Cordillera_Sal,0.0,544617.332,7385424.187,2363.116,10
19,KCL,0.22000000000000003,561354.0,7396247.0,2307.0,10
20,LZA10-1,0.4,577260.0,7374203.0,2309.0,10
21,LZA12-1,0.3,592024.0,7417669.0,2316.0,10
22,LZA12-2,0.175,593270.0,7394869.0,2317.0,10
23,LZA12-3,0.0,589176.0,7451502.0,2359.0,10
24,LZA3-1,0.025,591181.0,7403651.0,2306.0,10
25,LZA3-2,0.05,590360.0,7408580.0,2306.0,10
26,LZA3-3,0.2,590643.0,7416257.0,2318.0,10
27,LZA7-1,0.225,591699.0,7394060.0,2312.0,10
28,LZA7-2,0.3,593914.0,7388616.0,2311.0,10
29,LZA9-1,0.325,584166.0,7379517.0,2310.0,10
30,Planta_Rockwood,0.0,568771.0,7385238.0,2300.0,10
31,SOP,0.2875,562717.0,7403324.0,2300.0,10
0,Monturaqui,0.0,557103.126,7307450.255,3430.0,11
1,Caspana,2.0,581126.0,7529664.0,3260.0,11
2,Toconao_Exp,0.09375,602387.874,7434809.217,2500.0,11
3,Conchi_E.,0.03,605954.0,7411015.0,3010.0,11
4,Peine,0.047619047619047616,595137.0,7380682.0,2460.0,11
5,San_Pedro,0.36944444444444446,581987.0,7466178.0,2450.0,11
6,Toconao_Q.1,0.0,621564.0,7431858.0,3990.0,11
7,El_Tatio,0.5540540540540541,601280.0,7527955.0,4370.0,11
8,Paso_Jama,0.0,632989.0,7464136.0,4825.0,11
9,Paso_Sico,0.0,658720.0,7364239.0,4323.0,11
10,Rio_Grande,0.20249999999999999,585548.0,7494766.0,3217.0,11
11,Socaire,0.5318181818181817,613092.0,7390963.0,3251.0,11
12,Talabre,0.0,613530.0,7421080.0,3255.0,11
13,Toconao_DGAC,0.02,599644.77,7433140.71,2495.0,11
14,Toconao_P.,0.0,601777.0,7435573.0,2492.0,11
15,Toconao_Q.4,0.0,612592.0,7438698.0,3437.0,11
16,Chaxa,0.19473684210526318,583500.0,7424261.0,2307.0,11
17,Cordillera_Sal,0.0,544617.332,7385424.187,2363.116,11
18,KCL,0.16,561354.0,7396247.0,2307.0,11
19,LZA10-1,0.075,577260.0,7374203.0,2309.0,11
20,LZA12-1,0.0,592024.0,7417669.0,2316.0,11
21,LZA12-2,0.075,593270.0,7394869.0,2317.0,11
22,LZA12-3,0.15,589176.0,7451502.0,2359.0,11
23,LZA3-1,0.0,591181.0,7403651.0,2306.0,11
24,LZA3-2,0.0,590360.0,7408580.0,2306.0,11
25,LZA3-3,0.0,590643.0,7416257.0,2318.0,11
26,LZA7-1,0.0,591699.0,7394060.0,2312.0,11
27,LZA7-2,0.0,593914.0,7388616.0,2311.0,11
28,LZA9-1,0.0,584166.0,7379517.0,2310.0,11
29,Planta_Rockwood,0.0,568771.0,7385238.0,2300.0,11
30,SOP,0.5375,562717.0,7403324.0,2300.0,11
0,Monturaqui,0.0,557103.126,7307450.255,3430.0,12
1,Caspana,10.12857142857143,581126.0,7529664.0,3260.0,12
2,Toconao_Exp,1.1875,602387.874,7434809.217,2500.0,12
3,Chiu-Chiu,0.3,537415.0,7529707.0,2524.0,12
4,Conchi_E.,0.675,605954.0,7411015.0,3010.0,12
5,Peine,0.4523809523809524,595137.0,7380682.0,2460.0,12
6,Socaire,1.4232558139534885,613092.0,7390963.0,3251.0,12
7,Toconao_Q.1,0.0,621564.0,7431858.0,3990.0,12
8,El_Tatio,6.2594594594594595,601280.0,7527955.0,4370.0,12
9,Paso_Jama,0.0,632989.0,7464136.0,4825.0,12
10,Paso_Sico,6.4,658720.0,7364239.0,4323.0,12
